parent,body,title,related_links
https://www.slo.courts.ca.gov/,,Online Services,
https://www.slo.courts.ca.gov/dv/civil.htm,"<p><strong>Child Custody or Visitation</strong>

<p>Family Court Mediation Services or call (805)706-3608.<br/>
&nbsp;</p>

<strong>Small Claims Case, Eviction, Civil Restraining Order</strong>

<p>Or a Case that Has Not Yet Been Filed. Call Creative Mediation at 805-549-0442 or visit their website at www.creativemediation.net.<br/>
&nbsp;</p>

<p><strong>Private Mediation</strong><br/>
Refer to the list of local Panel Mediators and Arbitrators from the ADR Section of the SLO Bar Association. Also, each courtroom has a binder for reference with a more detailed list including biographies of the members of this panel.<br/>
&nbsp;</p>

<strong>Judicial Mediation Order</strong>

<p>Contact the Civil Department at (805)706-3600. Have your case number ready and tell the clerk you need to schedule a <strong>Judicial Mediation</strong>. Judicial Mediation can only be requested <em>in court</em>, must be <em>ordered by the judge</em>, and is only allowed for <em>unlimited cases</em>. If your case number starts with an <strong>LC</strong> you’ll need to contact a private mediator.<br/>
&nbsp;</p>


<strong>IMPORTANT NOTE</strong>

<p>If your case has recently been filed, please refer to your Case Management Order. You'll note that early mediation is strongly encouraged and that the court will typically&nbsp;provide&nbsp;an order to mediate at an early case management conference.</p>

<p>If you've had your case management conference, you may already have a <strong>Mediation Order</strong>. This order provides a deadline by which you must have completed mediation, as well as information on who must be present for the mediation session. Scheduling can take time. Contact a mediator (or the civil department if you have been ordered to Judicial Mediation) to schedule your mediation session well ahead of time or you may miss your deadline.&nbsp;Reviewing our court's Local Rules may also be helpful.</p>


<p>Benefits to Mediation</p></p>",Mediation Appointments,
https://www.slo.courts.ca.gov/dv/civil.htm,"<p>ADR is an acronym for “Alternative Dispute Resolution”. ADR programs provide alternative ways to resolve your dispute. Generally, these include using a neutral third party to help you find a resolution. While the court may be considered the original “neutral third party”, most people find litigation (court procedures) to be time consuming, stressful, and expensive. ADR programs are here to offer you an option that can bring closure more efficiently and in some ways, more effectively.

<p>San Luis Obispo County Superior Court ADR programs include Mediation and Arbitration. View&nbsp;a list of the mediators that can be found in the Mediation Binders located in all civil courtrooms.<br/>
&nbsp;</p>

<strong>Mediation</strong>

<p>Mediation is fair, voluntary, confidential, and flexible. Choosing mediation allows you to try and resolve the situation based on what’s most important to you.The mediator facilitates a productive process to help break down the barriers in communication that often go up due to conflict, and to explore options allowing parties to arrive at a mutual, acceptable resolution.The mediator does not decide the dispute; the parties retain power over the outcome.<br/>
&nbsp;</p>

<strong>Arbitration</strong>

<p>Arbitration is normally an informal process in which a neutral person (the arbitrator) decides the dispute after hearing the evidence and arguments of the parties.The parties can agree to binding or non-binding arbitration.Binding arbitration is designed to give each side a resolution of their dispute when they cannot agree between themselves or with a mediator. If the arbitration is non-binding, any party can reject the arbitrator’s decision and request a trial. Generally arbitration must be ordered by the court. In San Luis Obispo Superior Court if there is an order for non-binding arbitration, arrangements are made through Jury Services.</p>

<p>Learn more on how to resolve disputes from the State Bar of California<br/>
&nbsp;</p>

<strong>What are the potential advantages of ADR?</strong>

<ul>
	<li>ADR can <strong>save time and money</strong>. ADR, especially when used early in a dispute, can save a lot of time and money. Even when ADR does not result in an immediate resolution, it can produce savings by clarifying and narrowing the scope of the dispute.</li>
	<li>ADR provides <strong>increased flexibility and control</strong>. ADR typically gives you greater flexibility and control in the dispute resolution process - in the procedures followed, the interests considered and the remedies adopted - than you would have in a court trial. In mediation, for example, you can work out a resolution that may not be available in court.</li>
	<li>ADR is generally <strong>confidential</strong>. Confidentiality encourages openness and candor, and is considered an important factor in the effectiveness of ADR.</li>
	<li>ADR can <strong>improve communication and preserve relationships</strong>. Some ADR processes are designed to reduce the hostility created by the dispute and to help each side communicate with the other. This is particularly true of mediation. The aim of mediation is to create a cooperative atmosphere in which both sides can find ""win-win"" solutions that will preserve or improve, rather than further damage, the relationship.</li>
	<li>ADR can give you <strong>a chance to tell your side of the story</strong>. Some ADR processes will permit you to tell your side of the story in a way that cannot be done in court. This opportunity for both sides to be heard can make the difference between a satisfying or frustrating dispute resolution process.</li>
	<li>ADR can <strong>reduce stress and increase satisfaction</strong>. Litigation can be highly stressful. Lack of control over the process and outcome, prolonged uncertainty and mounting costs all contribute to such stress. The benefits of many ADR processes - reduced expense, confidentiality, a quicker process, an out-of-court setting and greater control for those involved, for example - often make them less stressful.</li>
</ul></p>",Alternative Dispute Resolution,"http://www.slobar.org/index.php?option=com_content&view=article&id=89&Itemid=13,http://www.creativemediation.net/services/mediation/index.htm"
https://www.slo.courts.ca.gov/dv/familycourt.htm,"<p><strong>** ONLINE PAYMENTS ARE CURRENTLY UNAVAILABLE. PLEASE TRY AGAIN LATER **</strong><br/>
<br/>
Court ordered fines may be paid online, in person, or by mail.

<p>Payments for Court Ordered fines in Criminal cases, or Family Law Reimbursements may be made online using the link below. The Court accepts Visa, MasterCard &amp; Discover for online payments. <strong>There is a 1.99% transaction fee charged for online payments.</strong></p>

<p>You may look up your case using any of the following:</p>

<ul>
	<li>Case Number</li>
	<li>Citation Number</li>
	<li>Your Full Name &amp; Birthdate</li>
	<li>Driver’s License Number</li>
</ul>

<p>After you have selected the search type, and entered the required information, click Submit.</p>

<ol>
	<li>Please check the box next to your case number when it appears on the screen, then click Pay Selected.</li>
	<li><strong>If you have made arrangements for a payment plan, you will be able to make your monthly payment. Please see the Minimum Due Amount. You can update the Amount to Pay Field if the minimum due is less than the total case balance. You cannot make a payment plan payment using a cell phone app.</strong></li>
	<li>Cases without payment plan arrangements can only pay the balance in full.</li>
	<li>The transaction fee will be calculated based upon your total payment.</li>
	<li>A receipt will be provided for you to print or request by email at the completion of your transaction.</li>
	<li>If your transaction times out prior to receiving a confirmation, please do not click the back button or retry your transaction immediately.&nbsp; Please wait 24 hours before resubmitting a failed payment to prevent duplicate payments from occurring.</li>
</ol>

<p><strong>If you pay the full amount in error or make a duplicate payment the court cannot refund your payment or the transaction fee.&nbsp; You will need to file a dispute with your bank.</strong></p>


<p><strong>If your case has already been referred to a collection agency due to non-payment, you will not be able to use the online payment feature. Please contact GC Services at (800) 727-5848.</strong><br/>
&nbsp;</p>

<strong>Mail Payments</strong>

<p>DO NOT MAIL CASH. Checks and money orders should be made payable to “SLO Superior Court”. To ensure your payment is credited to the correct case, please include the case or citation number. All checks must include the name, address and phone number of the person writing the check.</p>

<p>Download and print full directions and a payment slip.</p>

<p>Payments can be mailed&nbsp;directly to the Fiscal Services Department.</p>


<p><strong>Fiscal Services Department</strong><br/>
SLO Superior Court<br/>
1050 Monterey Street Room 220<br/>
San Luis Obispo, CA, 93408 USA<br/>
&nbsp;</p>


<strong>In-Person Payments</strong>

<p>Additionally, traffic tickets and fine payments can be paid at Wal-Mart and certain other local&nbsp;retailers&nbsp;through the CheckFreePay Service. Below is a list of all local retailers that offer the&nbsp;CheckFreePay&nbsp;service within 50-miles of San Luis Obispo. If you live out of the area, you can search for retailers in&nbsp;your area that provide this service by using the Search By Zip Code option at the bottom of the page&nbsp;in the CheckFreePay.com website.</p>

<p>Payment Instructions:</p>

<ul>
	<li>Take your courtesy bail notice or fine statement with you to make your payment</li>
	<li>Fee is $0.88 - $2.50, depending upon the retailer.</li>
	<li>Payments must be made in CASH</li>
	<li>Payment information will be transmitted to the court within 1-2 business days..</li>
	<li>We are listed as a vendor in the Wal-Mart system under the name of SLO SUPERIOR COURT</li>
</ul>

<p><strong>Check free payment locations within 50 miles of San Luis Obispo</strong><br/>
&nbsp;</p>

<strong>What happens if I fail to appear or fail to pay a court ordered fine?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</strong>

<p>If you signed a citation or an agreement to appear and violate your written promise to appear at court, you have Failed to Appear. This failure to appear may result in your bail being increased, a $300 Civil Assessment being imposed pursuant to PC &sect;1214.1, your case being referred to collections and a hold/suspension being placed on your driver’s license pursuant to VC &sect;40509.5a.</p>

<p>If you appeared in court, or plead guilty by Counter Arraignment, and you don’t pay your court ordered fine by the scheduled due date, you have Failed to Pay. A failure to pay may also result in your fine being increased, a $300 Civil Assessment being imposed pursuant to PC &sect;1214.1, your case being referred to collections.</p>

<p>Once the Civil Assessment has been added to a case, the case is immediately turned over to the court’s collections agency, GC Services.</p>

<p>Infraction FTA Petition<br/>
&nbsp;</p>

<strong>How do I clear a hold on my driver’s license?</strong>

<p>To clear the hold/suspension for a Failure to Appear, you may pay the bail (including Civil Assessment and state mandated fees) in full with guaranteed funds or there will be a 21-day waiting period,&nbsp;to the collection agency or you may appear at the court’s counter post the required bail to appear, or submit a Petition to Appear without Posting Bail.&nbsp; If you submit a petition, the court will review the information provided and notify you of the decision.</p>

<p>Petition to Appear on an FTA without Posting Bail<br/>
&nbsp;</p>

<strong>Waive Civil Assessment</strong>

<p>If your Failure to Pay was due to one of the following reasons (hospitalization, incarceration, military duty), you may request that the Court vacate the Civil Assessment fee by filing a Petition to Vacate Civil Assessment upon a showing of good cause. <strong>Documentation must be submitted with the Application or your petition will not be considered.</strong></p>

<p>Petition To Waive Civil Assessment</p>

<p>It is important that you provide the Court with a correct address and phone number to ensure you receive the Court’s decision on your request to Vacate the Civil Assessment.</p></p>",Paying Criminal Fines and Family Law Fees,
https://www.slo.courts.ca.gov/gi/jury-grandjury.htm,"<p>2014-2015 Statistics

<p>2013-2014&nbsp;Statistics</p>

<p>2012-2013&nbsp;Statistics</p>

<p>2011-2012&nbsp;Statistics</p>

<p>2010-2011&nbsp;Statistics</p>

<p>2009-2010&nbsp;Statistics</p></p>",Grand Jury Applicant Statistics,
https://www.slo.courts.ca.gov/gi/jury-grandjury.htm,,Grand Jury Application,
https://www.slo.courts.ca.gov/gi/jury-grandjury.htm,"<p>Form cannot be submitted on-line or e-mailed.

<p>Please print form and mail to:</p>

<p><strong>San Luis Obispo County Grand Jury</strong><br/>
P.O. Box 4910<br/>
San Luis Obispo, Ca 93403</p>

<p>or fax to 805-781-5257</p>

<strong>Download Options</strong>

Prepare Electronically for Print Regular Form</p>",Citizen Complaint Forms,
https://www.slo.courts.ca.gov/sh/selfhelp-divorce-finishcase.htm,,Finish a Divorce Case: Trial,https://www.slo.courts.ca.gov/sh/selfhelp-glossary.htm
https://www.slo.courts.ca.gov/sh/selfhelp-divorce-finishcase.htm,"<p>Generally, if your spouse did not file a Response, then you may enter a default against him/her to&nbsp;request a default judgment that includes all the orders you requested in your Petition.&nbsp; This instruction sheet will review the procedure and forms necessary to obtain a default judgment.

<p>Before following these instructions you must satisfy the following:</p>

<ul>
	<li>You started a&nbsp;divorce, legal separation or annulment&nbsp;case by properly filing legal papers with the Court;</li>
	<li>The other party was properly served with a copy of your legal papers and financial disclosure information;</li>
	<li>You completed the Parenting Class if you have minor children of the marriage -&nbsp;http://parenting.familieschange.ca.gov/&nbsp;(805) 706-3608;</li>
	<li>30 days have passed from the date of service and the other party has not filed an FL-120 Response;</li>
	<li>The other party is not an active duty military person;</li>
	<li>You are only requesting those items listed on the FL-100 Petition.</li>
</ul>

<p>Next, you need to decide whether to proceed with or without a court hearing to obtain a Default Judgment.</p>

<p>In some cases, you may obtain a default judgment by mail without appearing in front of a judge.&nbsp; In other cases, you will need to schedule a hearing in front of the judge in order to finalize your case.&nbsp; If you schedule a default hearing, the other party will not get notice of the default hearing, so only you will be present at the hearing.&nbsp; At the default hearing the judge will make orders regarding all the issues in your case including the status of your marriage, custody and visitation of your children, child support, spousal support and division of assets and debts.&nbsp; If you have questions about any of these issues you should contact an attorney or the Self-Help Center / Family Law Facilitator for further assistance.</p>

<p>The following information will help you decide whether you need to schedule a default hearing or not.</p>

<ul>
	<li><strong>Annulment</strong>: Schedule a default hearing if you are requesting an annulment. You must request a default hearing in front of a judicial officer and you should follow the hearing&nbsp;instructions below on how to request a default hearing;</li>
	<li><strong>Restricted Visitation, Spousal Support, Unequal Division</strong>:&nbsp; Schedule a default hearing if you are requesting No or Supervised Visitation, Specific Amount of Spousal Support or Terminating Spousal Support in a 10+ year Marriage or Unequal&nbsp;Division of Property.&nbsp; In these&nbsp;cases, it&nbsp;may be&nbsp;easier for the Self-Help Center / Family Law Facilitator Office to help you if you&nbsp;request a default hearing.</li>
</ul>

<p>You must choose one of the following Default Judgment options to finalize your case:</p></p>
        
    




	
         

<p>No Hearing</p>

	
	
         

<p>Hearing</p>",Finish a Divorce Case: Default,https://www.slo.courts.ca.gov/sh/selfhelp-glossary.htm
https://www.slo.courts.ca.gov/sh/selfhelp-divorce-finishcase.htm,"<p>This instruction sheet will review the procedure and forms necessary to obtain an uncontested judgment without a hearing in front of a judge.&nbsp; If you and the other party are in agreement on all the issues, together you may prepare a Stipulated Judgment or Marital Settlement Agreement to finalize your case.&nbsp; Your Stipulated Judgment or Marital Settlement Agreement must contain al the correct legal provisions and conform to public policy.

<p>Before following these instructions you must satisfy the following:</p>

<ul>
	<li>A&nbsp;divorce or legal separation case was properly filed with the Court;</li>
	<li>The Respondent was properly given a copy of the legal papers and an FL-115 Proof of Service of Summons was completed;</li>
	<li>Both parties completed and exchanged financial disclosure information including FL-140 Declaration of Disclosure, FL-150 Income and Expense Declaration and FL-160 Property Declarations or FL-142 Schedule of Assets and Debts;</li>
	<li>Both parties completed the free online parenting class, if you have minor children of the marriage - (805) 706-3608;</li>
	<li>The Respondent filed an FL-120 Response or 30 days have passed from the date of service.<br/>
	&nbsp;</li>
</ul>

<strong>Forms Needed To Finish a Case</strong>

<p></p>

<p>FL-141 Declaration Regarding Service of Declaration of Disclosure (Petitioner's)</p>

<p>FL-141 Declaration Regarding Service of Declaration of Disclosure (Respondent's)<br/>
Each party must complete their own FL-141 and fill in:</p>

<ul>
	<li>Item 1</li>
	<li>Item 2 (insert date Preliminary Declaration of Disclosure was served)</li>
	<li>Item 3 (insert date Final Declaration of Disclosure was served<br/>
	<br/>
	<strong>OR</strong><strong> </strong>Item 4 (check box indicating that the FL-144&nbsp;Stipulation and Waiver of Final Declaration of Disclosure&nbsp;is being&nbsp;filed)</li>
</ul>

<p>FL-170 Declaration for Default</p>

<p>FL-190 Notice of Entry of Judgment</p>

<p>FL-180 Judgment &amp; staple the forms&nbsp;needed to state your agreement:</p>

<ul>
	<li>Marital Settlement Agreement (self-drafted and notorized) OR</li>
	<li>Stipulated Judgment</li>
	<li>FL-355 Stipulation and Order for Custody and/or Visitation of Children</li>
	<li>FL-341 Child Custody &amp; Visitation Attachment</li>
	<li>FL-341(C) Children’s Holiday Schedule Attachment</li>
	<li>FL-341(E) Joint Legal Custody Attachment</li>
	<li>FL-350&nbsp;Stipulation to Establish or Modify Child Support Order (w/DissoMaster)</li>
	<li>FL-192 Notices Re: Child Support</li>
	<li>Copy of Existing DCSS Child Support Order</li>
	<li>FL-343&nbsp;Spousal, Partner, or Family Support Order Attachment</li>
	<li>FL-345 Property Orders Attachment</li>
	<li>FL-348 Pension Benefits - Attachment to Judgment</li>
	<li>Signatures &amp; Notary Page</li>
</ul>

<p>1 manila envelope addressed to you with postage</p>

<p>2 legal-sized envelopes addressed to the other party with postage</p>

DCSS signature needed if DCSS case is filed (go to 1200 Monterey St., San Luis Obispo before filing judgment with the court)

<p><strong>Additional Forms:</strong></p>

<p>FL-191 Child Support Case Registry (only if there are minor children)</p>

<p>FL-195 Income Withholding for Support (only if child support was ordered)</p>

<p>FL-435&nbsp;Earnings Assignment Order for Spousal or Partner Support&nbsp;(if only spousal support and not child support is&nbsp;ordered)<br/>
&nbsp;</p>

<strong>Sample Forms</strong>

<p>You may view instructions and sample forms.&nbsp; The sample&nbsp;is for general information only;&nbsp;it is&nbsp;not intended to resolve the specific issues in your case.&nbsp; If you have any questions you should consult&nbsp;a family law lawyer.</p>

<p>Sample Forms - Dissolution of Marriage Uncontested Judgment<br/>
&nbsp;</p>

<strong>OVERVIEW OF THE PROCESS</strong>

<p><strong> Review FL-115 &amp; FL-100</strong><br/>
A Default Judgment may be granted only if the other party was properly given the Divorce and Financial Disclosure documents.&nbsp; Review the filed copy of your FL-115 Proof of Service to make sure that it was completed correctly.</p>

<p>Review your filed copy of the FL-100 Petition; only those requests may appear on a Default Judgment.&nbsp; If you want to obtain orders not mentioned in your FL-100 Petition you will need to go back and file an Amended FL-100 Petition and other papers.</p>

<p> <strong>Review FL-115 Proof of Service, FL-100 Petition and FL-120 Response</strong><br/>
Review the FL-115 Proof of Service to make sure that it was completed correctly.&nbsp; If the Respondent did not file an FL-120 Response then the FL-115 must be filed with the Court Clerk.</p>

<p>Review the filed copy of the FL-100 Petition and, if filed, the FL-120 Response.&nbsp; All the assets and debts listed on these forms must be mentioned in your FL-180 Stipulated Judgment or Marital Settlement Agreement.</p>

<p> <strong>File FL-144 To Waive Final Disclosure</strong><br/>
If there are <strong>no changes</strong> to the previously completed Preliminary Declaration of Disclosure forms FL-142 and FL-150 of both parties, then the following form may be completed and filed with the Court Clerk to waive the Final Declaration of Disclosure:</p>

<p>FL-144 Stipulation and Waiver of Final Declaration of Disclosure</p>

<p> <strong>Mail Final Disclosure and File FL-335</strong><br/>
If there are <strong>changes</strong> to the previously completed Preliminary Declaration of Disclosure forms FL-142 and FL-150 of either party, then both parties must complete their own set of the following forms and someone other than the party who is 18 years or older must mail to the other party a copy of the updated forms. Then file completed FL-335 Proof of Service forms.</p>

<p>Petitioner’s Set</p>

<ul>
	<li>FL-140 Declaration of Disclosure</li>
	<li>FL-160 Property Declaration (Separate and Community) or FL-142 Schedule of Assets and Debts</li>
	<li>FL-150 Income and Expense Decl</li>
	<li>FL-335 Proof of Service by Mail</li>
</ul>

<p>Respondent’s Set</p>

<ul>
	<li>FL-140 Declaration of Disclosure</li>
	<li>FL-160 Property Declaration (Separate and Community) or&nbsp;FL-142 Schedule of Assets and Debts</li>
	<li>FL-150 Income and Expense Decl</li>
	<li>FL-335 Proof of Service by Mail</li>
</ul>

<p> <strong>Complete Forms</strong><br/>
Complete the above forms and two-hole punch the originals at the top.&nbsp; If you want the Self-Help Center to review your forms, visit their office before you make copies.</p>

<p> <strong>Give Court Papers &amp; Envelopes</strong><br/>
Give the Court Clerk all documents listed above in Step 4 including originals, copies for Court and self-addressed stamped envelopes.</p>

<p>The Court will need all originals&nbsp;listed in Step 4&nbsp;plus additional copies of the following documents:</p>

<ul>
	<li>FL-190 Notice of Entry of Judgment (plus 2 copies)</li>
	<li>FL-180 Judgment &amp; Attachments stapled (plus 3 copies)</li>
	<li>FL-165 Request to Enter Default (plus 1 copy)</li>
	<li>FL-195 Income Withholding for Support (plus 3 copies)</li>
	<li>FL-435 Earnings Assignment Order for Spousal or Parnter Support (plus 3 copies)</li>
</ul>

<p> <strong>Wait for Judgment in the Mail</strong><br/>
Within 4 weeks of filing the above documents with the Court Clerk, you should receive your final Judgment documents in the mail.&nbsp; You may contact the Court Clerk’s office to obtain the status of your case by calling (805) 706-3600.</p>

<p> <strong>Mail Papers to Other Party &amp; Employer</strong><br/>
Once you receive your signed FL-180 Judgment, someone other than you who is 18 years or older should mail a copy to the other party.&nbsp; Also, if child support was ordered and you want the other party’s employer to garnish wages to enforce the child support order, you must have someone other than you who is 18 years or older mail to the employer a copy of the FL-195 Income Withholding for Support.&nbsp; The person who mails the copy of the FL-180 and/or FL-195 must complete&nbsp;the FL-335 Proof of Service by Mail and you must file the original with the Court.</p></p>",Finish a Divorce Case: Uncontested,https://www.slo.courts.ca.gov/sh/selfhelp-glossary.htm
https://www.slo.courts.ca.gov/sh/selfhelp-divorce-finishdefault.htm,"<p>This instruction sheet will review the procedure and forms necessary to obtain a default judgment without a hearing in front of a judge.

<p>If you are requesting an annulment, you must request a hearing in front of a judicial officer and you should follow different instructions on how to request a default hearing. Also, in certain cases it may be easier for the Self-Help Center / Family Law Facilitator Office to help you if you follow different instructions and you request a hearing in front of the judge.&nbsp; For example, if you are requesting No or Supervised Visitation, Specific Amount of Spousal Support or Terminating Spousal Support in a 10+ year Marriage or Unequal Division of Property, you may need to schedule a hearing in front of a judge.<br/>
&nbsp;</p>

<strong>Forms Needed To FINISH a Case</strong>

<p>FL-141 Declaration Regarding Service of Declaration of Disclosure</p>

<p>FL-165 Request to Enter Default</p>

<p>FL-170 Declaration for Default</p>

<p>FL-190 Notice of Entry of Judgment</p>

<p>FL-180 Judgment &amp; staple the forms below that mirror your FL-100 Petition:</p>

<ul>
	<li>FL-341 Child Custody &amp; Visitation Attachment</li>
	<li>FL-341(C) Children’s Holiday Schedule Attachment</li>
	<li>FL-341(E) Joint Legal Custody Attachment</li>
	<li>FL-342 Child Support Attachment (w/DissoMaster)</li>
	<li>FL-192 Notices Re: Child Support</li>
	<li>Copy of Existing DCSS Child Support Order</li>
	<li>FL-345 Property Orders Attachment</li>
	<li>FL-348 Pension Benefits</li>
	<li>DCSS signature needed if DCSS case is filed (go to 1200 Monterey St., San Luis Obispo before filing judgment with the court)</li>
</ul>

<p>1 manila envelope addressed to you with postage</p>

<p>2 legal-sized envelopes addressed to the other party with postage</p>

<strong>Addtional Forms</strong>



<p>FL-142 Schedule of Assets and Debts (only if there are changes)</p>

<p>FL-150 Income and Expense Declaration (only if there are changes)</p>

<p>FL-160 Community Property Declaration (only if FL-100 lists items)</p>

<p>FL-160 Separate Property Declaration (only if FL-100 lists items)</p>

<p>FL-335 Proof of Service by Mail (only if completing FL-142, FL-150 or&nbsp;FL-160)</p>

<p>FLF-2 Declaration and Order Regarding Parenting Class (only if there are minor children and Respondent did not complete the class)</p>

<p>FL-191 Child Support Case Registry (only if there are minor children)</p>

<p>FL-195 Income Withholding for Support (only if child support is requested on FL-342)</p>

FL-160 Property Declarations (Separate and Community)&nbsp;must be completed and filed with the Court, if you listed assets or debts on your FL-100 Petition.&nbsp; This will be your proposal of how community property items should be divided equally and how separate property should be assigned.&nbsp; All the community property assets and debts should appear on one FL-160 Property Declaration&nbsp;and all the separate property assets and debts should appear on another FL-160 Property Declaration.

<p></p>

<strong>Sample Forms</strong>

<p>You may view instructions and sample forms.&nbsp; View the sample that best applies to your situation.&nbsp; The samples are for general information only; they are not intended to resolve the specific issues in your case.&nbsp; If you have any questions you should consult&nbsp;a family law lawyer.</p>

<ul>
	<li>Sample 1:&nbsp;Minor Children <strong>AND/OR</strong> Assets or Debts were listed on the FL-100 Petition.</li>
	<li>Sample 2: No Minor Children&nbsp;<strong>AND</strong> No Property or Debt were listed on the FL-100 Petition.<br/>
	&nbsp;</li>
</ul>

<strong>OVERVIEW OF THE PROCESS</strong>

<p><strong> Review FL-115 &amp; FL-100</strong><br/>
A Default Judgment may be granted only if the other party was properly given the Divorce and Financial Disclosure documents.&nbsp; Review the filed copy of your FL-115 Proof of Service to make sure that it was completed correctly.</p>

<p>Review your filed copy of the FL-100 Petition because only those requests may appear on a Default Judgment.&nbsp; If you want to obtain orders not mentioned in your FL-100 Petition you will need to go back and file an Amended FL-100 Petition and other papers.</p>

<p><strong> Complete Forms</strong><br/>
Complete all the forms listed above.</p>

<p></p>

<p></p>

<p><strong> Mail Papers to Other Party</strong><br/>
Someone other than you who is 18 years or older must mail to the other party a copy of the completed &nbsp;FLF-1.&nbsp; In addition, if you completed the FLF-2,&nbsp;FL-142,&nbsp;FL-150, or FL-160, copies of these documents must also be mailed to the other party by someone other that you who is 18 years or older.The person who mails these documents must complete and sign the FL-335 Proof of Service by Mail.</p>

<p><strong> File Papers and Envelopes</strong><br/>
File with the Court Clerk all completed documents listed above in Steps 2 &amp; 3 (except FL-142) including originals, copies for Court and self-addressed stamped envelopes.</p>

<p>The Court will need all originals&nbsp;listed in Steps 2 &amp; 3 plus additional copies of the following documents:</p>

<ul>
	<li>FL-165 Request to Enter Default (plus 1 copy)</li>
	<li>FL-190 Notice of Entry of Judgment (plus 2 copies)</li>
	<li>FL-180 Judgment &amp; Attachments stapled (plus 3 copies)</li>
	<li>FL-195 Income Withholding for Support (plus 3 copies)</li>
</ul>

<p><strong> Wait for Judgment in Mail</strong><br/>
Within 4 weeks of filing the above documents with the Court Clerk, you should receive your final Judgment documents in the mail.&nbsp; You may contact the Court Clerk’s office to obtain the status of your case by calling (805) 781-5706.</p>

<p><strong> Mail Papers to Other Party &amp; Employer</strong><br/>
Once you receive your signed FL-180 Judgment, someone other than you who is 18 years or older should mail a copy to the other party.&nbsp; Also, if child support was ordered and you want the other party’s employer to garnish wages to enforce the child support order, you must have someone other than you who is 18 years or older mail to the employer a copy of the FL-195 Income Withholding for Support.&nbsp; The person who mails the copy of the FL-180 and/or FL-195 must complete&nbsp;the FL-335 Proof of Service by Mail and you must file the original with the Court.</p></p>",,https://www.slo.courts.ca.gov/sh/selfhelp-glossary.htm
